energy_per_atom,energy,density,formation_energy_per_atom,total_magnetization,band_gap,sgr,mp_id,formula,URL,cell_volume
-4.163407576,-20.81703788,2.363395586,-1.214629593,1.9999999,2.8435,139,mp-778404,Na2NiO2,https://materialsproject.org/materials/mp-778404,96.02656403
-5.299133548,-26.49566774,4.310900152,-1.395218573,2.8272565,0,221,mp-1076820,MgCoO3,https://materialsproject.org/materials/mp-1076820,50.55165967
-4.749423869,-71.24135804,2.753165978,-1.987379618,0.9999998,1.1085,1,mp-760066,Li8NiO5F,https://materialsproject.org/materials/mp-760066,128.5991577
-5.356827812,-26.78413906,3.747323239,-1.407932218,4.8291097,0,221,mp-1186134,NaFeO3,https://materialsproject.org/materials/mp-1186134,56.20307713
-3.765290049,-37.65290049,0.186993678,0.008192295,7.2216512,0,65,mp-1212378,Li3CoO6,https://materialsproject.org/materials/mp-1212378,1560.716111
-5.706843023,-17.12052907,2.671126819,0.210058504,2.1899646,0,187,mp-1245887,NaFeN,https://materialsproject.org/materials/mp-1245887,57.71604822
-4.712780192,-70.69170288,2.663737221,-2.137793611,1.9999996,2.89,2,mp-1176816,Li8Ni(O2F)2,https://materialsproject.org/materials/mp-1176816,134.7861136
-4.701673663,-70.52510494,2.629761331,-2.126687082,0,3.1644,2,mp-753488,Li8Ni(O2F)2,https://materialsproject.org/materials/mp-753488,136.527518
-4.728504083,-66.19905716,2.664883176,-2.10587365,1,1.5503,1,mp-761279,Li7Ni(O2F)2,https://materialsproject.org/materials/mp-761279,130.4030845
-5.379035834,-43.03228667,3.318162942,-1.834484636,3.0673134,0,139,mp-754360,Li3FeO4,https://materialsproject.org/materials/mp-754360,70.39459016
-5.086396301,-40.69117041,3.489539197,-2.655399066,2.9961164,0.1212,123,mp-759806,Li3CoOF3,https://materialsproject.org/materials/mp-759806,72.68830069
-5.12481823,-66.62263699,2.2026383,-2.500544173,4.9999996,2.7067,160,mp-780876,Li6Fe(OF)3,https://materialsproject.org/materials/mp-780876,152.6502409
-4.234399228,-21.17199614,3.859600155,-0.708018512,1.0000015,0,221,mp-1186154,NaNiO3,https://materialsproject.org/materials/mp-1186154,55.79359721
-5.385827493,-43.08661994,3.334651129,-1.841276294,2.9999998,0,38,mp-764163,Li3FeO4,https://materialsproject.org/materials/mp-764163,70.04652401
-5.385946589,-43.08757271,3.351680837,-1.841395391,3.6281193,0,65,mp-760335,Li3FeO4,https://materialsproject.org/materials/mp-760335,69.69062143
-5.110393894,-35.77275726,3.156792082,-2.935397222,4,0,139,mp-755154,Li2FeF4,https://materialsproject.org/materials/mp-755154,76.65210765
-5.076275067,-35.53392547,2.425680085,-2.901278395,4,3.3952,82,mp-755718,Li2FeF4,https://materialsproject.org/materials/mp-755718,99.75543271
-2.844640773,-11.37856309,2.983112373,-0.12091601,1.24E-05,0,225,mp-1185377,LiMg2Ni,https://materialsproject.org/materials/mp-1185377,63.59374459
-4.942697206,-34.59888044,3.117488442,-2.767700534,4.0000005,3.5037,65,mp-755356,Li2FeF4,https://materialsproject.org/materials/mp-755356,77.61849674
-7.159931173,-64.43938056,2.74373328,-1.655901264,4.000823,0,148,mp-752929,Fe(CO3)2,https://materialsproject.org/materials/mp-752929,106.4341958
-4.803131953,-48.03131953,3.370028198,-2.687655672,2.0000064,1.9211,139,mp-753143,Li4NiOF4,https://materialsproject.org/materials/mp-753143,87.92919814
-4.84578046,-111.4529506,1.555228603,-0.188754794,1.00E-07,0.6325,12,mp-24025,NiH12(N3O2)2,https://materialsproject.org/materials/mp-24025,233.6440523
-4.983134851,-69.76388792,3.094846231,-2.880738692,2.9999969,0.019,139,mp-759438,Li6CoOF6,https://materialsproject.org/materials/mp-759438,123.711752
-6.432425493,-225.1348922,1.440192986,-0.291864027,2.9999998,2.4677,12,mp-698295,CoH14C10(N4O)2,https://materialsproject.org/materials/mp-698295,388.7951163
-3.250962323,-22.75673626,2.711257318,0.349237876,6.0000013,0,139,mp-1206377,Ni(NF2)2,https://materialsproject.org/materials/mp-1206377,99.64763781
-2.401561983,-9.60624793,1.885992343,0.717196879,3.0631025,0,221,mp-1186037,Na3Fe,https://materialsproject.org/materials/mp-1186037,109.8938878
-6.638642633,-73.02506896,2.193540765,-0.435483508,2.0000001,1.8343,12,mp-1103006,Ni(N3O2)2,https://materialsproject.org/materials/mp-1103006,156.4982215
-5.003587368,-25.01793684,3.121812427,-1.632294507,3.9999999,0.4065,71,mp-1176388,Na2FeO2,https://materialsproject.org/materials/mp-1176388,71.18264896
-4.768010041,-57.21612049,2.550345176,-2.727736242,1.9998724,1.7733,156,mp-753062,Li5NiOF5,https://materialsproject.org/materials/mp-753062,133.0789542
-5.425523498,-21.70209399,5.039672243,-2.007668042,2.0000003,3.425,166,mp-1221953,MgNiO2,https://materialsproject.org/materials/mp-1221953,37.89082521
-6.620609618,-26.48243847,4.058996753,-2.160809082,3.9999997,1.1504,12,mp-754656,LiMnO2,https://materialsproject.org/materials/mp-754656,38.40550661
-6.601462383,-26.40584953,3.719463596,-2.141661847,4.0000002,1.1382,8,mp-25542,LiMnO2,https://materialsproject.org/materials/mp-25542,41.91137313
-6.565021773,-26.26008709,3.765078231,-1.772280234,4,0.6742,8,mp-1002573,MnHO2,https://materialsproject.org/materials/mp-1002573,38.78690957
-4.16030157,-20.80150785,3.602305576,-1.211523587,0,2.0103,71,mp-752558,Na2NiO2,https://materialsproject.org/materials/mp-752558,63.00097333
-6.541294308,-26.16517723,4.035566487,-2.081493772,3.9999997,0,166,mp-25373,LiMnO2,https://materialsproject.org/materials/mp-25373,38.62848676
-5.720062416,-28.60031208,3.984441797,-1.717980135,4.0350427,0,221,mp-1076368,MgFeO3,https://materialsproject.org/materials/mp-1076368,53.40649954
-3.896662118,-38.96662118,0.181167603,-0.215738121,10.5438211,0,65,mp-1211341,Li3FeO6,https://materialsproject.org/materials/mp-1211341,1582.600705
-4.809601507,-57.71521808,3.247375556,-2.769327707,1.9999785,1.9047,123,mp-753377,Li5NiOF5,https://materialsproject.org/materials/mp-753377,104.5143264
-2.013115438,-8.05246175,2.193056064,0.435249827,0.0011268,0,225,mp-1186073,Na3Ni,https://materialsproject.org/materials/mp-1186073,96.66369856
-6.763036385,-74.39340023,3.061763548,-2.375916339,4.0000003,0,148,mp-1177982,Li2Fe(BO3)2,https://materialsproject.org/materials/mp-1177982,101.6062625
-5.140379268,-51.40379268,3.148025561,-2.813645548,3.9999999,4.076,87,mp-754592,Li4FeOF4,https://materialsproject.org/materials/mp-754592,92.62758262
-5.269552084,-68.50417709,1.949150485,-0.39223742,5.5592929,0,2,mp-1104601,Co(NO5)2,https://materialsproject.org/materials/mp-1104601,210.3760083
-3.487310221,-34.87310221,0.191995789,0.316142337,4.5342669,0,65,mp-1213623,Li3NiO6,https://materialsproject.org/materials/mp-1213623,1517.980463
-5.42606692,-27.1303346,4.409899078,-1.093398301,1.8084637,0,221,mvc-11226,AlCoO3,https://materialsproject.org/materials/mvc-11226,50.42465831
-4.89479723,-14.68439169,0.257308186,-0.35720158,6.0000002,1.3747,99,mp-1239060,LiMnO,https://materialsproject.org/materials/mp-1239060,502.5887456
-2.014742373,-8.05896949,2.22189143,0.433622892,7.42E-05,0,139,mp-1186066,Na3Ni,https://materialsproject.org/materials/mp-1186066,95.40921192
-6.53420779,-19.60262337,3.548856861,-0.194309757,2.2716675,0,38,mp-1246674,LiMnN,https://materialsproject.org/materials/mp-1246674,35.50755837
-4.791828023,-38.33462418,3.59680171,-2.56354802,1.9977068,1.9215,123,mp-752550,Li3NiOF3,https://materialsproject.org/materials/mp-752550,70.40991021
-6.35063421,-31.75317105,3.738269861,-0.574606423,3.0000004,0.4092,164,mp-1247418,Li2MnN2,https://materialsproject.org/materials/mp-1247418,43.01340508
-7.445011864,-37.22505932,4.433316806,-0.270340737,0.5657278,0,71,mp-1010,MnB4,https://materialsproject.org/materials/mp-1010,36.77497591
-6.838158904,-75.21974794,2.555473507,-1.987957587,4.0000002,3.4101,12,mp-754028,Li2Fe(CO3)2,https://materialsproject.org/materials/mp-754028,123.2956034
-7.78903855,-23.36711565,5.593633398,-0.283604401,1.8265986,0,191,mp-585,MnB2,https://materialsproject.org/materials/mp-585,22.72779329
-5.272403223,-21.08961289,3.93060913,-0.185465525,0.8833507,0,221,mp-973292,MnBe3,https://materialsproject.org/materials/mp-973292,34.63127575
-5.937744434,-29.68872217,2.995460873,-1.988309476,4.9995109,0,71,mp-755372,Li2MnO2,https://materialsproject.org/materials/mp-755372,55.88910528
-4.931455659,-78.90329054,2.965932258,-2.883826345,3.0000002,2.2671,25,mp-765549,Li7CoOF7,https://materialsproject.org/materials/mp-765549,143.6115879
-3.664625082,-18.32312541,3.873369453,-0.244264797,1.80E-06,0,221,mp-1017629,MgNiH3,https://materialsproject.org/materials/mp-1017629,36.87829326
-3.713602445,-14.85440978,4.157359947,-0.248086254,2.70E-06,0,123,mp-1017509,MgNiH2,https://materialsproject.org/materials/mp-1017509,33.95653316
-3.780333757,-11.34100127,4.491100242,-0.239557723,2.60E-06,0,123,mp-1008881,MgNiH,https://materialsproject.org/materials/mp-1008881,31.06049735
-4.686784713,-42.18106242,3.139861241,-2.679442827,4.0003788,0.2947,12,mp-777463,Li2FeF6,https://materialsproject.org/materials/mp-777463,97.16032763
-5.988652402,-29.94326201,3.482321638,-2.039217444,5.0000002,2.4357,164,mp-19279,Li2MnO2,https://materialsproject.org/materials/mp-19279,48.07529157
-4.218174213,-54.83626477,2.581069987,-0.071000722,1.1976322,0,139,mp-1104792,MnBe12,https://materialsproject.org/materials/mp-1104792,104.920723
-6.101625946,-30.50812973,3.021857703,-1.619485383,5.0000001,1.5237,1,mp-625671,Mn(HO)2,https://materialsproject.org/materials/mp-625671,48.88035344
-5.906517624,-29.53258812,2.934806102,-1.424377061,5.0000003,1.735,156,mp-625656,Mn(HO)2,https://materialsproject.org/materials/mp-625656,50.33023219
